TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,2023-03-04,13:30,13:59,2.44,kWh,$0.31,
Electric usage,2023-03-04,14:00,14:29,2.73,kWh,$0.35,
Electric usage,2023-03-04,14:30,14:59,0.41,kWh,$0.05,
Electric usage,2023-03-04,15:00,15:29,2.39,kWh,$0.30,
Electric usage,2023-03-04,15:30,15:59,2.15,kWh,$0.27,
Electric usage,2023-03-04,16:00,16:29,2.72,kWh,$0.34,
Electric usage,2023-03-04,16:30,16:59,2.46,kWh,$0.31,
Electric usage,2023-03-04,17:00,17:29,2.20,kWh,$0.28,
Electric usage,2023-03-04,17:30,17:59,1.79,kWh,$0.23,
Electric usage,2023-03-04,18:00,18:29,1.00,kWh,$0.13,
Electric usage,2023-03-04,18:30,18:59,2.78,kWh,$0.35,
Electric usage,2023-03-04,19:00,19:29,2.15,kWh,$0.27,
Electric usage,2023-03-04,19:30,19:59,1.79,kWh,$0.23,
Electric usage,2023-03-04,20:00,20:29,0.86,kWh,$0.11,
Electric usage,2023-03-04,20:30,20:59,1.84,kWh,$0.23,
Electric usage,2023-03-04,21:00,21:29,0.09,kWh,$0.01,
Electric usage,2023-03-04,21:30,21:59,0.05,kWh,$0.01,
Electric usage,2023-03-04,22:00,22:29,0.11,kWh,$0.01,
Electric usage,2023-03-04,22:30,22:59,0.12,kWh,$0.02,
Electric usage,2023-03-04,23:00,23:29,0.49,kWh,$0.06,
Electric usage,2023-03-04,23:30,23:59,0.24,kWh,$0.03,
Electric usage,2023-03-05,00:00,00:29,0.11,kWh,$0.01,
Electric usage,2023-03-05,00:30,00:59,0.08,kWh,$0.01,
Electric usage,2023-03-05,01:00,01:29,0.09,kWh,$0.01,
Electric usage,2023-03-05,01:30,01:59,0.14,kWh,$0.02,
Electric usage,2023-03-05,02:00,02:29,0.14,kWh,$0.02,
Electric usage,2023-03-05,02:30,02:59,0.13,kWh,$0.02,
Electric usage,2023-03-05,03:00,03:29,0.06,kWh,$0.01,
Electric usage,2023-03-05,03:30,03:59,0.12,kWh,$0.02,
Electric usage,2023-03-05,04:00,04:29,0.07,kWh,$0.01,
Electric usage,2023-03-05,04:30,04:59,0.10,kWh,$0.01,
Electric usage,2023-03-05,05:00,05:29,0.09,kWh,$0.01,
Electric usage,2023-03-05,05:30,05:59,0.08,kWh,$0.01,
Electric usage,2023-03-05,06:00,06:29,0.11,kWh,$0.01,
Electric usage,2023-03-05,06:30,06:59,0.07,kWh,$0.01,
Electric usage,2023-03-05,07:00,07:29,2.71,kWh,$0.34,
Electric usage,2023-03-05,07:30,07:59,5.25,kWh,$0.67,
Electric usage,2023-03-05,08:00,08:29,4.26,kWh,$0.54,
Electric usage,2023-03-05,08:30,08:59,4.16,kWh,$0.53,
Electric usage,2023-03-05,09:00,09:29,2.73,kWh,$0.35,
Electric usage,2023-03-05,09:30,09:59,2.66,kWh,$0.34,
Electric usage,2023-03-05,10:00,10:29,2.53,kWh,$0.32,
Electric usage,2023-03-05,10:30,10:59,2.50,kWh,$0.32,
Electric usage,2023-03-05,11:00,11:29,2.22,kWh,$0.28,
Electric usage,2023-03-05,11:30,11:59,2.29,kWh,$0.29,
Electric usage,2023-03-05,12:00,12:29,2.43,kWh,$0.31,
Electric usage,2023-03-05,12:30,12:59,2.23,kWh,$0.28,
Electric usage,2023-03-05,13:00,13:29,2.16,kWh,$0.27,
Electric usage,2023-03-05,13:30,13:59,1.93,kWh,$0.24,
Electric usage,2023-03-05,14:00,14:29,2.12,kWh,$0.27,
Electric usage,2023-03-05,14:30,14:59,2.39,kWh,$0.30,
Electric usage,2023-03-05,15:00,15:29,1.18,kWh,$0.15,
Electric usage,2023-03-05,15:30,15:59,2.02,kWh,$0.26,
Electric usage,2023-03-05,16:00,16:29,2.10,kWh,$0.27,
Electric usage,2023-03-05,16:30,16:59,2.00,kWh,$0.25,
Electric usage,2023-03-05,17:00,17:29,2.03,kWh,$0.26,
Electric usage,2023-03-05,17:30,17:59,2.04,kWh,$0.26,
Electric usage,2023-03-05,18:00,18:29,1.70,kWh,$0.22,
Electric usage,2023-03-05,18:30,18:59,2.54,kWh,$0.32,
Electric usage,2023-03-05,19:00,19:29,2.27,kWh,$0.29,
Electric usage,2023-03-05,19:30,19:59,2.30,kWh,$0.29,
Electric usage,2023-03-05,20:00,20:29,2.36,kWh,$0.30,
Electric usage,2023-03-05,20:30,20:59,1.82,kWh,$0.23,
Electric usage,2023-03-05,21:00,21:29,0.46,kWh,$0.06,
Electric usage,2023-03-05,21:30,21:59,0.33,kWh,$0.04,
Electric usage,2023-03-05,22:00,22:29,0.28,kWh,$0.04,
Electric usage,2023-03-05,22:30,22:59,0.27,kWh,$0.03,
Electric usage,2023-03-05,23:00,23:29,0.09,kWh,$0.01,
Electric usage,2023-03-05,23:30,23:59,0.14,kWh,$0.02,
Electric usage,2023-03-06,00:00,00:29,0.07,kWh,$0.01,
Electric usage,2023-03-06,00:30,00:59,0.10,kWh,$0.01,
Electric usage,2023-03-06,01:00,01:29,0.09,kWh,$0.01,
Electric usage,2023-03-06,01:30,01:59,0.08,kWh,$0.01,
Electric usage,2023-03-06,02:00,02:29,0.12,kWh,$0.01,
Electric usage,2023-03-06,02:30,02:59,0.06,kWh,$0.01,
Electric usage,2023-03-06,03:00,03:29,0.14,kWh,$0.02,
Electric usage,2023-03-06,03:30,03:59,0.06,kWh,$0.01,
Electric usage,2023-03-06,04:00,04:29,0.11,kWh,$0.01,
Electric usage,2023-03-06,04:30,04:59,0.08,kWh,$0.01,
Electric usage,2023-03-06,05:00,05:29,0.09,kWh,$0.01,
Electric usage,2023-03-06,05:30,05:59,0.11,kWh,$0.01,
Electric usage,2023-03-06,06:00,06:29,0.08,kWh,$0.01,
Electric usage,2023-03-06,06:30,06:59,0.12,kWh,$0.01,
Electric usage,2023-03-06,07:00,07:29,5.37,kWh,$0.68,
Electric usage,2023-03-06,07:30,07:59,3.31,kWh,$0.42,
Electric usage,2023-03-06,08:00,08:29,3.51,kWh,$0.44,
Electric usage,2023-03-06,08:30,08:59,3.61,kWh,$0.46,
Electric usage,2023-03-06,09:00,09:29,2.63,kWh,$0.33,
Electric usage,2023-03-06,09:30,09:59,2.31,kWh,$0.29,
Electric usage,2023-03-06,10:00,10:29,2.70,kWh,$0.34,
Electric usage,2023-03-06,10:30,10:59,2.67,kWh,$0.34,
Electric usage,2023-03-06,11:00,11:29,2.46,kWh,$0.31,
Electric usage,2023-03-06,11:30,11:59,2.70,kWh,$0.34,
Electric usage,2023-03-06,12:00,12:29,2.74,kWh,$0.35,
Electric usage,2023-03-06,12:30,12:59,0.29,kWh,$0.04,
Electric usage,2023-03-06,13:00,13:29,2.51,kWh,$0.32,
Electric usage,2023-03-06,13:30,13:59,2.54,kWh,$0.32,
Electric usage,2023-03-06,14:00,14:29,2.42,kWh,$0.31,
Electric usage,2023-03-06,14:30,14:59,0.22,kWh,$0.03,
Electric usage,2023-03-06,15:00,15:29,2.14,kWh,$0.27,
Electric usage,2023-03-06,15:30,15:59,2.16,kWh,$0.27,
Electric usage,2023-03-06,16:00,16:29,2.06,kWh,$0.26,
Electric usage,2023-03-06,16:30,16:59,0.93,kWh,$0.12,
Electric usage,2023-03-06,17:00,17:29,1.56,kWh,$0.20,
Electric usage,2023-03-06,17:30,17:59,2.07,kWh,$0.26,
Electric usage,2023-03-06,18:00,18:29,2.67,kWh,$0.34,
Electric usage,2023-03-06,18:30,18:59,0.38,kWh,$0.05,
Electric usage,2023-03-06,19:00,19:29,2.14,kWh,$0.27,
Electric usage,2023-03-06,19:30,19:59,2.95,kWh,$0.37,
Electric usage,2023-03-06,20:00,20:29,0.30,kWh,$0.04,
Electric usage,2023-03-06,20:30,20:59,1.94,kWh,$0.25,
Electric usage,2023-03-06,21:00,21:29,0.33,kWh,$0.04,
Electric usage,2023-03-06,21:30,21:59,0.30,kWh,$0.04,
Electric usage,2023-03-06,22:00,22:29,0.27,kWh,$0.03,
Electric usage,2023-03-06,22:30,22:59,0.11,kWh,$0.01,
Electric usage,2023-03-06,23:00,23:29,0.06,kWh,$0.01,
Electric usage,2023-03-06,23:30,23:59,0.13,kWh,$0.02,
Electric usage,2023-03-07,00:00,00:29,0.05,kWh,$0.01,
Electric usage,2023-03-07,00:30,00:59,0.12,kWh,$0.02,
Electric usage,2023-03-07,01:00,01:29,0.06,kWh,$0.01,
Electric usage,2023-03-07,01:30,01:59,0.11,kWh,$0.01,
Electric usage,2023-03-07,02:00,02:29,0.12,kWh,$0.01,
Electric usage,2023-03-07,02:30,02:59,0.15,kWh,$0.02,
Electric usage,2023-03-07,03:00,03:29,0.12,kWh,$0.02,
Electric usage,2023-03-07,03:30,03:59,0.05,kWh,$0.01,
Electric usage,2023-03-07,04:00,04:29,0.13,kWh,$0.02,
Electric usage,2023-03-07,04:30,04:59,0.06,kWh,$0.01,
Electric usage,2023-03-07,05:00,05:29,0.11,kWh,$0.01,
Electric usage,2023-03-07,05:30,05:59,0.07,kWh,$0.01,
Electric usage,2023-03-07,06:00,06:29,0.09,kWh,$0.01,
Electric usage,2023-03-07,06:30,06:59,0.09,kWh,$0.01,
Electric usage,2023-03-07,07:00,07:29,5.10,kWh,$0.65,
Electric usage,2023-03-07,07:30,07:59,4.03,kWh,$0.51,
Electric usage,2023-03-07,08:00,08:29,3.89,kWh,$0.49,
Electric usage,2023-03-07,08:30,08:59,2.56,kWh,$0.32,
Electric usage,2023-03-07,09:00,09:29,2.56,kWh,$0.32,
Electric usage,2023-03-07,09:30,09:59,2.56,kWh,$0.32,
Electric usage,2023-03-07,10:00,10:29,2.31,kWh,$0.29,
Electric usage,2023-03-07,10:30,10:59,2.33,kWh,$0.29,
Electric usage,2023-03-07,11:00,11:29,2.18,kWh,$0.28,
Electric usage,2023-03-07,11:30,11:59,1.02,kWh,$0.13,
Electric usage,2023-03-07,12:00,12:29,2.14,kWh,$0.27,
Electric usage,2023-03-07,12:30,12:59,2.07,kWh,$0.26,
Electric usage,2023-03-07,13:00,13:29,1.75,kWh,$0.22,
Electric usage,2023-03-07,13:30,13:59,2.21,kWh,$0.28,
Electric usage,2023-03-07,14:00,14:29,2.12,kWh,$0.27,
Electric usage,2023-03-07,14:30,14:59,2.36,kWh,$0.30,
Electric usage,2023-03-07,15:00,15:29,2.04,kWh,$0.26,
Electric usage,2023-03-07,15:30,15:59,2.23,kWh,$0.28,
Electric usage,2023-03-07,16:00,16:29,1.52,kWh,$0.19,
Electric usage,2023-03-07,16:30,16:59,1.23,kWh,$0.16,
Electric usage,2023-03-07,17:00,17:29,1.94,kWh,$0.25,
Electric usage,2023-03-07,17:30,17:59,2.16,kWh,$0.27,
Electric usage,2023-03-07,18:00,18:29,2.60,kWh,$0.33,
Electric usage,2023-03-07,18:30,18:59,2.40,kWh,$0.30,
Electric usage,2023-03-07,19:00,19:29,2.83,kWh,$0.36,
Electric usage,2023-03-07,19:30,19:59,0.30,kWh,$0.04,
Electric usage,2023-03-07,20:00,20:29,2.56,kWh,$0.32,
Electric usage,2023-03-07,20:30,20:59,1.85,kWh,$0.24,
Electric usage,2023-03-07,21:00,21:29,0.12,kWh,$0.01,
Electric usage,2023-03-07,21:30,21:59,0.14,kWh,$0.02,
Electric usage,2023-03-07,22:00,22:29,0.05,kWh,$0.01,
Electric usage,2023-03-07,22:30,22:59,0.12,kWh,$0.02,
Electric usage,2023-03-07,23:00,23:29,0.07,kWh,$0.01,
Electric usage,2023-03-07,23:30,23:59,0.10,kWh,$0.01,
Electric usage,2023-03-08,00:00,00:29,0.08,kWh,$0.01,
Electric usage,2023-03-08,00:30,00:59,0.08,kWh,$0.01,
Electric usage,2023-03-08,01:00,01:29,0.10,kWh,$0.01,
Electric usage,2023-03-08,01:30,01:59,0.06,kWh,$0.01,
Electric usage,2023-03-08,02:00,02:29,0.11,kWh,$0.01,
Electric usage,2023-03-08,02:30,02:59,0.06,kWh,$0.01,
Electric usage,2023-03-08,03:00,03:29,0.13,kWh,$0.02,
Electric usage,2023-03-08,03:30,03:59,0.05,kWh,$0.01,
Electric usage,2023-03-08,04:00,04:29,0.12,kWh,$0.02,
Electric usage,2023-03-08,04:30,04:59,0.05,kWh,$0.01,
Electric usage,2023-03-08,05:00,05:29,0.11,kWh,$0.01,
Electric usage,2023-03-08,05:30,05:59,0.07,kWh,$0.01,
Electric usage,2023-03-08,06:00,06:29,0.09,kWh,$0.01,
Electric usage,2023-03-08,06:30,06:59,0.08,kWh,$0.01,
Electric usage,2023-03-08,07:00,07:29,6.09,kWh,$0.77,
Electric usage,2023-03-08,07:30,07:59,3.63,kWh,$0.46,
Electric usage,2023-03-08,08:00,08:29,4.52,kWh,$0.57,
Electric usage,2023-03-08,08:30,08:59,2.60,kWh,$0.33,
Electric usage,2023-03-08,09:00,09:29,3.71,kWh,$0.47,
Electric usage,2023-03-08,09:30,09:59,2.87,kWh,$0.36,
Electric usage,2023-03-08,10:00,10:29,2.35,kWh,$0.30,
Electric usage,2023-03-08,10:30,10:59,2.33,kWh,$0.29,
Electric usage,2023-03-08,11:00,11:29,2.18,kWh,$0.28,
Electric usage,2023-03-08,11:30,11:59,2.13,kWh,$0.27,
Electric usage,2023-03-08,12:00,12:29,2.30,kWh,$0.29,
Electric usage,2023-03-08,12:30,12:59,2.19,kWh,$0.28,
Electric usage,2023-03-08,13:00,13:29,2.69,kWh,$0.34,
Electric usage,2023-03-08,13:30,13:59,2.22,kWh,$0.28,
Electric usage,2023-03-08,14:00,14:29,2.20,kWh,$0.28,
Electric usage,2023-03-08,14:30,14:59,2.30,kWh,$0.29,
Electric usage,2023-03-08,15:00,15:29,0.98,kWh,$0.12,
Electric usage,2023-03-08,15:30,15:59,1.66,kWh,$0.21,
Electric usage,2023-03-08,16:00,16:29,2.00,kWh,$0.25,
Electric usage,2023-03-08,16:30,16:59,1.95,kWh,$0.25,
Electric usage,2023-03-08,17:00,17:29,2.36,kWh,$0.30,
Electric usage,2023-03-08,17:30,17:59,2.23,kWh,$0.28,
Electric usage,2023-03-08,18:00,18:29,2.54,kWh,$0.32,
Electric usage,2023-03-08,18:30,18:59,2.30,kWh,$0.29,
Electric usage,2023-03-08,19:00,19:29,1.46,kWh,$0.19,
Electric usage,2023-03-08,19:30,19:59,1.72,kWh,$0.22,
Electric usage,2023-03-08,20:00,20:29,2.19,kWh,$0.28,
Electric usage,2023-03-08,20:30,20:59,2.00,kWh,$0.25,
Electric usage,2023-03-08,21:00,21:29,0.24,kWh,$0.03,
Electric usage,2023-03-08,21:30,21:59,0.33,kWh,$0.04,
Electric usage,2023-03-08,22:00,22:29,0.14,kWh,$0.02,
Electric usage,2023-03-08,22:30,22:59,0.15,kWh,$0.02,
Electric usage,2023-03-08,23:00,23:29,0.12,kWh,$0.02,
Electric usage,2023-03-08,23:30,23:59,0.05,kWh,$0.01,
Electric usage,2023-03-09,00:00,00:29,0.14,kWh,$0.02,
Electric usage,2023-03-09,00:30,00:59,0.17,kWh,$0.02,
Electric usage,2023-03-09,01:00,01:29,0.12,kWh,$0.01,
Electric usage,2023-03-09,01:30,01:59,0.14,kWh,$0.02,
Electric usage,2023-03-09,02:00,02:29,0.10,kWh,$0.01,
Electric usage,2023-03-09,02:30,02:59,0.07,kWh,$0.01,
Electric usage,2023-03-09,03:00,03:29,0.14,kWh,$0.02,
Electric usage,2023-03-09,03:30,03:59,0.07,kWh,$0.01,
Electric usage,2023-03-09,04:00,04:29,0.10,kWh,$0.01,
Electric usage,2023-03-09,04:30,04:59,0.11,kWh,$0.01,
Electric usage,2023-03-09,05:00,05:29,0.06,kWh,$0.01,
Electric usage,2023-03-09,05:30,05:59,0.14,kWh,$0.02,
Electric usage,2023-03-09,06:00,06:29,0.06,kWh,$0.01,
Electric usage,2023-03-09,06:30,06:59,0.11,kWh,$0.01,
Electric usage,2023-03-09,07:00,07:29,5.98,kWh,$0.76,
Electric usage,2023-03-09,07:30,07:59,3.83,kWh,$0.49,
Electric usage,2023-03-09,08:00,08:29,4.42,kWh,$0.56,
Electric usage,2023-03-09,08:30,08:59,3.19,kWh,$0.40,
Electric usage,2023-03-09,09:00,09:29,2.65,kWh,$0.34,
Electric usage,2023-03-09,09:30,09:59,2.35,kWh,$0.30,
Electric usage,2023-03-09,10:00,10:29,3.67,kWh,$0.47,
Electric usage,2023-03-09,10:30,10:59,2.83,kWh,$0.36,
Electric usage,2023-03-09,11:00,11:29,3.12,kWh,$0.39,
Electric usage,2023-03-09,11:30,11:59,2.41,kWh,$0.31,
Electric usage,2023-03-09,12:00,12:29,2.45,kWh,$0.31,
Electric usage,2023-03-09,12:30,12:59,2.49,kWh,$0.32,
Electric usage,2023-03-09,13:00,13:29,2.53,kWh,$0.32,
Electric usage,2023-03-09,13:30,13:59,2.34,kWh,$0.30,
Electric usage,2023-03-09,14:00,14:29,2.72,kWh,$0.34,
Electric usage,2023-03-09,14:30,14:59,2.40,kWh,$0.30,
Electric usage,2023-03-09,15:00,15:29,1.59,kWh,$0.20,
Electric usage,2023-03-09,15:30,15:59,2.71,kWh,$0.34,
Electric usage,2023-03-09,16:00,16:29,2.46,kWh,$0.31,
Electric usage,2023-03-09,16:30,16:59,1.18,kWh,$0.15,
Electric usage,2023-03-09,17:00,17:29,2.13,kWh,$0.27,
Electric usage,2023-03-09,17:30,17:59,2.31,kWh,$0.29,
Electric usage,2023-03-09,18:00,18:29,1.10,kWh,$0.14,
Electric usage,2023-03-09,18:30,18:59,2.31,kWh,$0.29,
Electric usage,2023-03-09,19:00,19:29,2.25,kWh,$0.29,
Electric usage,2023-03-09,19:30,19:59,1.54,kWh,$0.20,
Electric usage,2023-03-09,20:00,20:29,0.87,kWh,$0.11,
Electric usage,2023-03-09,20:30,20:59,2.07,kWh,$0.26,
Electric usage,2023-03-09,21:00,21:29,0.12,kWh,$0.02,
Electric usage,2023-03-09,21:30,21:59,0.20,kWh,$0.03,
Electric usage,2023-03-09,22:00,22:29,0.08,kWh,$0.01,
Electric usage,2023-03-09,22:30,22:59,0.10,kWh,$0.01,
Electric usage,2023-03-09,23:00,23:29,0.10,kWh,$0.01,
Electric usage,2023-03-09,23:30,23:59,0.07,kWh,$0.01,
Electric usage,2023-03-10,00:00,00:29,0.12,kWh,$0.02,
Electric usage,2023-03-10,00:30,00:59,0.05,kWh,$0.01,
Electric usage,2023-03-10,01:00,01:29,0.13,kWh,$0.02,
Electric usage,2023-03-10,01:30,01:59,0.05,kWh,$0.01,
Electric usage,2023-03-10,02:00,02:29,0.11,kWh,$0.01,
Electric usage,2023-03-10,02:30,02:59,0.07,kWh,$0.01,
Electric usage,2023-03-10,03:00,03:29,0.09,kWh,$0.01,
Electric usage,2023-03-10,03:30,03:59,0.09,kWh,$0.01,
Electric usage,2023-03-10,04:00,04:29,0.07,kWh,$0.01,
Electric usage,2023-03-10,04:30,04:59,0.10,kWh,$0.01,
Electric usage,2023-03-10,05:00,05:29,0.06,kWh,$0.01,
Electric usage,2023-03-10,05:30,05:59,0.12,kWh,$0.01,
Electric usage,2023-03-10,06:00,06:29,0.05,kWh,$0.01,
Electric usage,2023-03-10,06:30,06:59,0.12,kWh,$0.02,
Electric usage,2023-03-10,07:00,07:29,7.91,kWh,$1.00,
Electric usage,2023-03-10,07:30,07:59,4.07,kWh,$0.52,
Electric usage,2023-03-10,08:00,08:29,5.25,kWh,$0.67,
Electric usage,2023-03-10,08:30,08:59,3.76,kWh,$0.48,
Electric usage,2023-03-10,09:00,09:29,3.45,kWh,$0.44,
Electric usage,2023-03-10,09:30,09:59,2.88,kWh,$0.37,
Electric usage,2023-03-10,10:00,10:29,4.71,kWh,$0.60,
Electric usage,2023-03-10,10:30,10:59,3.04,kWh,$0.39,
Electric usage,2023-03-10,11:00,11:29,2.86,kWh,$0.36,
Electric usage,2023-03-10,11:30,11:59,2.87,kWh,$0.36,
Electric usage,2023-03-10,12:00,12:29,3.09,kWh,$0.39,
Electric usage,2023-03-10,12:30,12:59,3.10,kWh,$0.39,
Electric usage,2023-03-10,13:00,13:29,3.12,kWh,$0.39,
Electric usage,2023-03-10,13:30,13:59,2.75,kWh,$0.35,
Electric usage,2023-03-10,14:00,14:29,3.77,kWh,$0.48,
Electric usage,2023-03-10,14:30,14:59,2.71,kWh,$0.34,
Electric usage,2023-03-10,15:00,15:29,2.40,kWh,$0.30,
Electric usage,2023-03-10,15:30,15:59,2.32,kWh,$0.29,
Electric usage,2023-03-10,16:00,16:29,2.86,kWh,$0.36,
Electric usage,2023-03-10,16:30,16:59,2.30,kWh,$0.29,
Electric usage,2023-03-10,17:00,17:29,2.39,kWh,$0.30,
Electric usage,2023-03-10,17:30,17:59,3.07,kWh,$0.39,
Electric usage,2023-03-10,18:00,18:29,2.73,kWh,$0.35,
Electric usage,2023-03-10,18:30,18:59,2.62,kWh,$0.33,
Electric usage,2023-03-10,19:00,19:29,2.83,kWh,$0.36,
Electric usage,2023-03-10,19:30,19:59,2.47,kWh,$0.31,
Electric usage,2023-03-10,20:00,20:29,2.58,kWh,$0.33,
Electric usage,2023-03-10,20:30,20:59,1.51,kWh,$0.19,
Electric usage,2023-03-10,21:00,21:29,0.57,kWh,$0.07,
Electric usage,2023-03-10,21:30,21:59,0.19,kWh,$0.02,
Electric usage,2023-03-10,22:00,22:29,0.20,kWh,$0.03,
Electric usage,2023-03-10,22:30,22:59,0.09,kWh,$0.01,
Electric usage,2023-03-10,23:00,23:29,0.09,kWh,$0.01,
Electric usage,2023-03-10,23:30,23:59,0.15,kWh,$0.02,
Electric usage,2023-03-11,00:00,00:29,0.12,kWh,$0.02,
Electric usage,2023-03-11,00:30,00:59,0.14,kWh,$0.02,
Electric usage,2023-03-11,01:00,01:29,0.06,kWh,$0.01,
Electric usage,2023-03-11,01:30,01:59,0.12,kWh,$0.01,
Electric usage,2023-03-11,02:00,02:29,0.07,kWh,$0.01,
Electric usage,2023-03-11,02:30,02:59,0.09,kWh,$0.01,
Electric usage,2023-03-11,03:00,03:29,0.09,kWh,$0.01,
Electric usage,2023-03-11,03:30,03:59,0.07,kWh,$0.01,
Electric usage,2023-03-11,04:00,04:29,0.11,kWh,$0.01,
Electric usage,2023-03-11,04:30,04:59,0.05,kWh,$0.01,
Electric usage,2023-03-11,05:00,05:29,0.12,kWh,$0.02,
Electric usage,2023-03-11,05:30,05:59,0.05,kWh,$0.01,
Electric usage,2023-03-11,06:00,06:29,0.12,kWh,$0.02,
Electric usage,2023-03-11,06:30,06:59,0.05,kWh,$0.01,
Electric usage,2023-03-11,07:00,07:29,2.36,kWh,$0.30,
Electric usage,2023-03-11,07:30,07:59,6.17,kWh,$0.78,
Electric usage,2023-03-11,08:00,08:29,3.80,kWh,$0.48,
Electric usage,2023-03-11,08:30,08:59,4.18,kWh,$0.53,
Electric usage,2023-03-11,09:00,09:29,4.28,kWh,$0.54,
Electric usage,2023-03-11,09:30,09:59,3.29,kWh,$0.42,
Electric usage,2023-03-11,10:00,10:29,2.94,kWh,$0.37,
Electric usage,2023-03-11,10:30,10:59,3.26,kWh,$0.41,
Electric usage,2023-03-11,11:00,11:29,2.61,kWh,$0.33,
Electric usage,2023-03-11,11:30,11:59,2.96,kWh,$0.38,
Electric usage,2023-03-11,12:00,12:29,2.88,kWh,$0.37,
Electric usage,2023-03-11,12:30,12:59,2.56,kWh,$0.32,
Electric usage,2023-03-11,13:00,13:29,2.34,kWh,$0.30,
Electric usage,2023-03-11,13:30,13:59,2.25,kWh,$0.29,
Electric usage,2023-03-11,14:00,14:29,2.69,kWh,$0.34,
Electric usage,2023-03-11,14:30,14:59,2.51,kWh,$0.32,
Electric usage,2023-03-11,15:00,15:29,2.74,kWh,$0.35,
Electric usage,2023-03-11,15:30,15:59,2.73,kWh,$0.35,
Electric usage,2023-03-11,16:00,16:29,2.94,kWh,$0.37,
Electric usage,2023-03-11,16:30,16:59,2.70,kWh,$0.34,
Electric usage,2023-03-11,17:00,17:29,2.99,kWh,$0.38,
Electric usage,2023-03-11,17:30,17:59,2.53,kWh,$0.32,
Electric usage,2023-03-11,18:00,18:29,1.32,kWh,$0.17,
Electric usage,2023-03-11,18:30,18:59,2.56,kWh,$0.32,
Electric usage,2023-03-11,19:00,19:29,2.28,kWh,$0.29,
Electric usage,2023-03-11,19:30,19:59,3.04,kWh,$0.38,
Electric usage,2023-03-11,20:00,20:29,2.94,kWh,$0.37,
Electric usage,2023-03-11,20:30,20:59,0.81,kWh,$0.10,
Electric usage,2023-03-11,21:00,21:29,0.81,kWh,$0.10,
Electric usage,2023-03-11,21:30,21:59,0.52,kWh,$0.07,
Electric usage,2023-03-11,22:00,22:29,0.12,kWh,$0.01,
Electric usage,2023-03-11,22:30,22:59,0.12,kWh,$0.02,
Electric usage,2023-03-11,23:00,23:29,0.05,kWh,$0.01,
Electric usage,2023-03-11,23:30,23:59,0.13,kWh,$0.02,
Electric usage,2023-03-12,00:00,00:29,0.06,kWh,$0.01,
Electric usage,2023-03-12,00:30,00:59,0.10,kWh,$0.01,
Electric usage,2023-03-12,01:00,01:29,0.08,kWh,$0.01,
Electric usage,2023-03-12,01:30,01:59,0.09,kWh,$0.01,
Electric usage,2023-03-12,03:00,03:29,0.10,kWh,$0.01,
Electric usage,2023-03-12,03:30,03:59,0.07,kWh,$0.01,
Electric usage,2023-03-12,04:00,04:29,0.12,kWh,$0.01,
Electric usage,2023-03-12,04:30,04:59,0.05,kWh,$0.01,
Electric usage,2023-03-12,05:00,05:29,0.13,kWh,$0.02,
Electric usage,2023-03-12,05:30,05:59,0.05,kWh,$0.01,
Electric usage,2023-03-12,06:00,06:29,0.12,kWh,$0.02,
Electric usage,2023-03-12,06:30,06:59,0.06,kWh,$0.01,
Electric usage,2023-03-12,07:00,07:29,4.08,kWh,$0.52,
Electric usage,2023-03-12,07:30,07:59,5.56,kWh,$0.70,
Electric usage,2023-03-12,08:00,08:29,5.88,kWh,$0.74,
Electric usage,2023-03-12,08:30,08:59,3.17,kWh,$0.40,
Electric usage,2023-03-12,09:00,09:29,5.51,kWh,$0.70,
Electric usage,2023-03-12,09:30,09:59,3.49,kWh,$0.44,
Electric usage,2023-03-12,10:00,10:29,2.88,kWh,$0.37,
Electric usage,2023-03-12,10:30,10:59,3.42,kWh,$0.43,
Electric usage,2023-03-12,11:00,11:29,4.12,kWh,$0.52,
Electric usage,2023-03-12,11:30,11:59,4.80,kWh,$0.61,
Electric usage,2023-03-12,12:00,12:29,2.88,kWh,$0.36,
Electric usage,2023-03-12,12:30,12:59,3.25,kWh,$0.41,
Electric usage,2023-03-12,13:00,13:29,3.15,kWh,$0.40,
Electric usage,2023-03-12,13:30,13:59,2.98,kWh,$0.38,
Electric usage,2023-03-12,14:00,14:29,3.89,kWh,$0.49,
Electric usage,2023-03-12,14:30,14:59,2.74,kWh,$0.35,
Electric usage,2023-03-12,15:00,15:29,2.38,kWh,$0.30,
Electric usage,2023-03-12,15:30,15:59,2.72,kWh,$0.34,
Electric usage,2023-03-12,16:00,16:29,2.58,kWh,$0.33,
Electric usage,2023-03-12,16:30,16:59,2.42,kWh,$0.31,
Electric usage,2023-03-12,17:00,17:29,2.76,kWh,$0.35,
Electric usage,2023-03-12,17:30,17:59,2.60,kWh,$0.33,
Electric usage,2023-03-12,18:00,18:29,2.74,kWh,$0.35,
Electric usage,2023-03-12,18:30,18:59,2.94,kWh,$0.37,
Electric usage,2023-03-12,19:00,19:29,1.97,kWh,$0.25,
Electric usage,2023-03-12,19:30,19:59,2.78,kWh,$0.35,
Electric usage,2023-03-12,20:00,20:29,1.69,kWh,$0.21,
Electric usage,2023-03-12,20:30,20:59,2.32,kWh,$0.29,
Electric usage,2023-03-12,21:00,21:29,0.72,kWh,$0.09,
